k,count,possible_g,mean_g,min_g,max_g,num_possible_g,level_share,mean_compress,tau4_share,square_share
472139,1,[54],54.0,54,54,1,1.0,2.0,1.0,0.0
472249,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
472859,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
473197,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
473507,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
473519,1,[30],30.0,30,30,1,1.0,8.0,1.0,0.0
473887,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
473899,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
473927,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
473981,1,[18],18.0,18,18,1,1.0,10.0,1.0,0.0
474037,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
474547,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
474911,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
474941,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
475417,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
475823,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
475841,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
475921,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
476023,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
476219,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
476237,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
476507,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
476701,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
476851,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
477317,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
477511,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
477863,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
478087,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
478421,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
478579,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
478861,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
478931,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
478943,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
479569,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
479771,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
479879,2,"[12, 30]",21.0,12,30,2,1.0,3.5,1.0,0.0
480101,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
480317,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
480367,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
480373,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
480427,1,[36],36.0,36,36,1,1.0,10.0,1.0,0.0
480521,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
480527,1,[60],60.0,60,60,1,1.0,2.0,1.0,0.0
480737,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
480749,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
481141,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
481489,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
481513,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
481751,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
481801,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
481837,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
481879,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
482347,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
482387,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
482399,1,[42],42.0,42,42,1,1.0,10.0,1.0,0.0
482401,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
482507,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
482509,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
482621,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
482707,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
482719,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
483221,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
483551,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
483761,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
484067,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
484111,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
484117,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
485029,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
485113,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
485411,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
485519,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
485729,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
485923,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
485941,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
486757,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
487457,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
487471,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
487819,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
487997,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
488227,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
488239,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
488627,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
488711,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
488717,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
488821,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
488897,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
489109,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
489457,1,[36],36.0,36,36,1,1.0,1.0,1.0,0.0
489529,1,[42],42.0,42,42,1,1.0,3.0,1.0,0.0
489833,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
489977,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
490271,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
490537,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
490619,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
490661,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
490967,1,[36],36.0,36,36,1,1.0,16.0,1.0,0.0
491261,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
491327,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
491329,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
491417,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
491497,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
491627,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
491707,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
492047,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
492397,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
492647,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
492757,2,"[6, 12]",9.0,6,12,2,1.0,4.0,1.0,0.0
492763,1,[18],18.0,18,18,1,1.0,1.0,1.0,0.0
493121,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
493127,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
493219,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
493333,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
493567,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
493621,1,[36],36.0,36,36,1,1.0,9.0,1.0,0.0
493967,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
494257,2,"[12, 30]",21.0,12,30,2,1.0,8.0,1.0,0.0
494687,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
494731,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
494737,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
494927,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
495277,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
495377,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
495389,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
495557,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
495701,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
495947,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
495959,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
496039,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
496193,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
496291,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
496481,1,[6],6.0,6,6,1,1.0,5.0,0.0,0.0
496487,2,"[6, 12]",9.0,6,12,2,1.0,2.0,0.5,0.0
496889,2,"[12, 30]",21.0,12,30,2,1.0,4.0,1.0,0.0
497291,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
497297,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
497411,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
497449,1,[12],12.0,12,12,1,1.0,7.0,0.0,0.0
497677,1,[12],12.0,12,12,1,1.0,2.0,0.0,0.0
497711,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
497869,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
497957,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
498271,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
498343,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
498397,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
498583,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
498779,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
499021,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
499027,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
499127,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
499391,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
499637,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
499879,1,[24],24.0,24,24,1,1.0,18.0,1.0,0.0
500107,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
500587,1,[42],42.0,42,42,1,1.0,10.0,1.0,0.0
500873,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
500953,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
501031,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
501121,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
501191,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
501197,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
501209,1,[24],24.0,24,24,1,1.0,5.0,1.0,0.0
501217,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
501707,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
501817,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
502081,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
502633,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
502651,1,[18],18.0,18,18,1,1.0,12.0,0.0,1.0
502847,1,[36],36.0,36,36,1,1.0,3.0,1.0,0.0
503231,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
503423,1,[30],30.0,30,30,1,1.0,12.0,1.0,0.0
503599,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
503779,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
503803,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
504103,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
504197,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
504299,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
504349,1,[54],54.0,54,54,1,1.0,4.0,1.0,0.0
504607,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
504671,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
505061,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
505111,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
505117,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
505321,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
505339,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
505411,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
505469,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
505601,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
505607,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
505657,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
506327,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
506333,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
506887,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
506893,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
507139,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
507289,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
507359,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
507401,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
507431,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
507797,2,"[6, 12]",9.0,6,12,2,1.0,2.0,1.0,0.0
507901,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
508009,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
508091,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
508513,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
508919,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
508951,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
509281,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
509417,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
509441,1,[36],36.0,36,36,1,1.0,2.0,1.0,0.0
509557,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
509647,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
509687,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
510061,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
510077,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
510241,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
510287,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
510451,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
510907,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
510989,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
511243,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
511579,2,"[12, 24]",18.0,12,24,2,1.0,4.5,1.0,0.0
512251,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
512419,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
512531,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
512597,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
512761,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
512899,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
512989,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
513041,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
513047,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
513167,1,[36],36.0,36,36,1,1.0,3.0,1.0,0.0
513307,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
513341,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
513473,1,[60],60.0,60,60,1,1.0,4.0,1.0,0.0
513881,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
514117,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
514343,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
514519,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
514637,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
514651,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
514841,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
514847,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
514873,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
515381,1,[48],48.0,48,48,1,1.0,4.0,1.0,0.0
515681,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
515771,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
515857,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
515917,2,"[6, 12]",9.0,6,12,2,1.0,7.0,1.0,0.0
515969,1,[24],24.0,24,24,1,1.0,10.0,1.0,0.0
516157,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
516539,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
516587,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
516721,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
516871,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
516979,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
517061,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
517067,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
517177,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
517217,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
517597,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
517931,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
517981,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
518237,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
518509,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
519427,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
519527,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
519919,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
519923,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
520019,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
520043,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
520357,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
520369,1,[12],12.0,12,12,1,1.0,1.0,1.0,0.0
520571,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
520957,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
521039,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
521161,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
521357,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
521491,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
521527,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
521981,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
522227,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
522373,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
522763,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
523177,1,[42],42.0,42,42,1,1.0,2.0,1.0,0.0
523207,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
523717,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
524219,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
524351,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
524683,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
524857,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
524957,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
525143,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
525241,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
525709,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
525809,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
526121,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
526213,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
526429,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
526583,1,[18],18.0,18,18,1,1.0,5.0,1.0,0.0
526733,1,[48],48.0,48,48,1,1.0,2.0,1.0,0.0
526931,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
526951,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
527057,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
527063,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
527441,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
527897,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
527981,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
528667,2,"[6, 12]",9.0,6,12,2,1.0,3.0,1.0,0.0
528911,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
529037,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
529153,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
529301,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
529517,1,[30],30.0,30,30,1,1.0,6.0,1.0,0.0
529807,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
529811,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
529927,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
529981,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
530197,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
530329,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
530393,1,[54],54.0,54,54,1,1.0,2.0,1.0,0.0
530501,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
530527,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
530531,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
530597,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
530977,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
531331,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
531347,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
531821,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
531977,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
532187,1,[6],6.0,6,6,1,1.0,5.0,1.0,0.0
532379,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
532403,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
532417,1,[36],36.0,36,36,1,1.0,4.0,1.0,0.0
533353,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
533447,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
534007,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
534229,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
535013,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
535169,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
535243,1,[30],30.0,30,30,1,1.0,1.0,1.0,0.0
535487,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
535499,1,[12],12.0,12,12,1,1.0,8.0,1.0,0.0
535511,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
535523,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
535571,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
536051,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
536219,1,[24],24.0,24,24,1,1.0,3.0,1.0,0.0
536267,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
536281,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
536293,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
536467,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
536533,1,[30],30.0,30,30,1,1.0,3.0,1.0,0.0
536609,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
536917,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
536953,1,[18],18.0,18,18,1,1.0,3.0,1.0,0.0
536999,1,[12],12.0,12,12,1,1.0,3.0,1.0,0.0
537067,1,[12],12.0,12,12,1,1.0,4.0,1.0,0.0
537157,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
537587,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
537679,1,[30],30.0,30,30,1,1.0,4.0,1.0,0.0
537781,2,"[6, 30]",18.0,6,30,2,1.0,3.0,0.5,0.0
537841,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
538127,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
538297,1,[6],6.0,6,6,1,1.0,3.0,0.0,0.0
538309,1,[24],24.0,24,24,1,1.0,1.0,1.0,0.0
538399,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
538739,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
538817,2,"[6, 12]",9.0,6,12,2,1.0,2.5,1.0,0.0
539129,1,[12],12.0,12,12,1,1.0,5.0,1.0,0.0
539629,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
539663,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
539837,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
540167,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
540233,1,[18],18.0,18,18,1,1.0,6.0,1.0,0.0
540271,1,[36],36.0,36,36,1,1.0,6.0,1.0,0.0
540349,1,[42],42.0,42,42,1,1.0,4.0,1.0,0.0
540377,1,[6],6.0,6,6,1,1.0,4.0,0.0,0.0
540541,1,[18],18.0,18,18,1,1.0,4.0,1.0,0.0
540587,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
540691,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
541129,1,[12],12.0,12,12,1,1.0,6.0,1.0,0.0
541231,1,[18],18.0,18,18,1,1.0,8.0,1.0,0.0
541531,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
541763,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
541781,1,[18],18.0,18,18,1,1.0,12.0,1.0,0.0
541987,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
542921,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
542981,1,[18],18.0,18,18,1,1.0,2.0,1.0,0.0
543139,1,[24],24.0,24,24,1,1.0,10.0,1.0,0.0
543359,1,[24],24.0,24,24,1,1.0,2.0,1.0,0.0
543497,1,[6],6.0,6,6,1,1.0,3.0,1.0,0.0
543871,1,[6],6.0,6,6,1,1.0,1.0,1.0,0.0
543877,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
544171,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
544813,1,[24],24.0,24,24,1,1.0,4.0,1.0,0.0
544877,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
545437,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
545473,1,[24],24.0,24,24,1,1.0,6.0,1.0,0.0
545521,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
545917,1,[42],42.0,42,42,1,1.0,3.0,1.0,0.0
546097,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
546361,1,[6],6.0,6,6,1,1.0,2.0,1.0,0.0
546619,1,[12],12.0,12,12,1,1.0,10.0,1.0,0.0
546671,1,[6],6.0,6,6,1,1.0,2.0,0.0,0.0
546869,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
546947,1,[30],30.0,30,30,1,1.0,2.0,1.0,0.0
547357,1,[6],6.0,6,6,1,1.0,4.0,1.0,0.0
547387,1,[12],12.0,12,12,1,1.0,2.0,1.0,0.0
547487,1,[6],6.0,6,6,1,1.0,1.0,0.0,0.0
