q,q_mod30,w,tau_w,candidate,candidate_mod30,status,endpoint_class,tau_candidate,endpoint_fixed_point,endpoint_family,factor_signature,least_factor,least_factor_mod30,cofactor,cofactor_mod30,cofactor_tau,cofactor_family,reduced_obstruction_family,low_complexity_cofactor_obstruction,higher_cofactor_obstruction,second_factor,second_factor_mod30,second_remainder,second_remainder_mod30,second_remainder_tau,second_remainder_family,second_strip_family,second_strip_low_complexity_remainder,third_factor,third_factor_mod30,third_remainder,third_remainder_mod30,third_remainder_tau,third_remainder_family,third_strip_family,third_strip_low_complexity_remainder,third_strip_prime_power_tail
2411,11,2412,18,2413,13,excluded,composite_obstruction,4,False,semiprime_distinct,19*127,19,19,127,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2417,17,2418,16,2419,19,excluded,composite_obstruction,4,False,semiprime_distinct,41*59,41,11,59,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2441,11,2442,16,2443,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*349,7,7,349,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2447,17,2448,30,2449,19,excluded,composite_obstruction,4,False,semiprime_distinct,31*79,31,1,79,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2459,29,2460,24,2461,1,excluded,composite_obstruction,4,False,semiprime_distinct,23*107,23,23,107,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2477,17,2478,16,2479,19,excluded,composite_obstruction,4,False,semiprime_distinct,37*67,37,7,67,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2531,11,2532,12,2533,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*149,17,17,149,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2549,29,2550,24,2551,1,unresolved,prime_closure,2,True,fixed_point,2551,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2579,29,2580,24,2581,1,excluded,composite_obstruction,4,False,semiprime_distinct,29*89,29,29,89,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2591,11,2592,30,2593,13,unresolved,prime_closure,2,True,fixed_point,2593,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2609,29,2610,24,2611,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*373,7,7,373,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2621,11,2622,16,2623,13,excluded,composite_obstruction,4,False,semiprime_distinct,43*61,43,13,61,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2657,17,2658,8,2659,19,unresolved,prime_closure,2,True,fixed_point,2659,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2687,17,2688,32,2689,19,unresolved,prime_closure,2,True,fixed_point,2689,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2699,29,2700,36,2701,1,excluded,composite_obstruction,4,False,semiprime_distinct,37*73,37,7,73,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2711,11,2712,16,2713,13,unresolved,prime_closure,2,True,fixed_point,2713,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2729,29,2730,32,2731,1,unresolved,prime_closure,2,True,fixed_point,2731,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2741,11,2742,8,2743,13,excluded,composite_obstruction,4,False,semiprime_distinct,13*211,13,13,211,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2777,17,2778,8,2779,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*397,7,7,397,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2789,29,2790,24,2791,1,unresolved,prime_closure,2,True,fixed_point,2791,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2801,11,2802,8,2803,13,unresolved,prime_closure,2,True,fixed_point,2803,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2819,29,2820,24,2821,1,excluded,composite_obstruction,8,False,multi_prime_family,7*13*31,7,7,403,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2837,17,2838,16,2839,19,excluded,composite_obstruction,4,False,semiprime_distinct,17*167,17,17,167,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2861,11,2862,16,2863,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*409,7,7,409,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2879,29,2880,42,2881,1,excluded,composite_obstruction,4,False,semiprime_distinct,43*67,43,13,67,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2897,17,2898,24,2899,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*223,13,13,223,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2909,29,2910,16,2911,1,excluded,composite_obstruction,4,False,semiprime_distinct,41*71,41,11,71,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2927,17,2928,20,2929,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*101,29,29,101,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2939,29,2940,36,2941,1,excluded,composite_obstruction,4,False,semiprime_distinct,17*173,17,17,173,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2957,17,2958,16,2959,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*269,11,11,269,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2969,29,2970,32,2971,1,unresolved,prime_closure,2,True,fixed_point,2971,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
2999,29,3000,32,3001,1,unresolved,prime_closure,2,True,fixed_point,3001,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3011,11,3012,12,3013,13,excluded,composite_obstruction,4,False,semiprime_distinct,23*131,23,23,131,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3041,11,3042,18,3043,13,excluded,composite_obstruction,4,False,semiprime_distinct,17*179,17,17,179,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3089,29,3090,16,3091,1,excluded,composite_obstruction,4,False,semiprime_distinct,11*281,11,11,281,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3119,29,3120,40,3121,1,unresolved,prime_closure,2,True,fixed_point,3121,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3137,17,3138,8,3139,19,excluded,composite_obstruction,4,False,semiprime_distinct,43*73,43,13,73,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3167,17,3168,36,3169,19,unresolved,prime_closure,2,True,fixed_point,3169,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3191,11,3192,32,3193,13,excluded,composite_obstruction,4,False,semiprime_distinct,31*103,31,1,103,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3209,29,3210,16,3211,1,excluded,composite_obstruction,6,False,two_prime_power_family,13^2*19,13,13,247,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3221,11,3222,12,3223,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*293,11,11,293,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3251,11,3252,12,3253,13,unresolved,prime_closure,2,True,fixed_point,3253,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3257,17,3258,12,3259,19,unresolved,prime_closure,2,True,fixed_point,3259,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3299,29,3300,36,3301,1,unresolved,prime_closure,2,True,fixed_point,3301,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3329,29,3330,24,3331,1,unresolved,prime_closure,2,True,fixed_point,3331,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3347,17,3348,24,3349,19,excluded,composite_obstruction,4,False,semiprime_distinct,17*197,17,17,197,17,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3359,29,3360,48,3361,1,unresolved,prime_closure,2,True,fixed_point,3361,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3371,11,3372,12,3373,13,unresolved,prime_closure,2,True,fixed_point,3373,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3389,29,3390,16,3391,1,unresolved,prime_closure,2,True,fixed_point,3391,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3407,17,3408,20,3409,19,excluded,composite_obstruction,4,False,semiprime_distinct,7*487,7,7,487,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3449,29,3450,24,3451,1,excluded,composite_obstruction,8,False,multi_prime_family,7*17*29,7,7,493,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3461,11,3462,8,3463,13,unresolved,prime_closure,2,True,fixed_point,3463,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3467,17,3468,18,3469,19,unresolved,prime_closure,2,True,fixed_point,3469,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3491,11,3492,18,3493,13,excluded,composite_obstruction,4,False,semiprime_distinct,7*499,7,7,499,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3527,17,3528,36,3529,19,unresolved,prime_closure,2,True,fixed_point,3529,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3539,29,3540,24,3541,1,unresolved,prime_closure,2,True,fixed_point,3541,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3557,17,3558,8,3559,19,unresolved,prime_closure,2,True,fixed_point,3559,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3581,11,3582,12,3583,13,unresolved,prime_closure,2,True,fixed_point,3583,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3617,17,3618,16,3619,19,excluded,composite_obstruction,8,False,multi_prime_family,7*11*47,7,7,517,7,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3659,29,3660,24,3661,1,excluded,composite_obstruction,4,False,semiprime_distinct,7*523,7,7,523,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3671,11,3672,32,3673,13,unresolved,prime_closure,2,True,fixed_point,3673,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3677,17,3678,8,3679,19,excluded,composite_obstruction,4,False,semiprime_distinct,13*283,13,13,283,13,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3701,11,3702,8,3703,13,excluded,composite_obstruction,6,False,two_prime_power_family,7*23^2,7,7,529,19,3,prime_square,least_factor_times_higher_cofactor,False,True,23,23,23,23,2,fixed_point,second_factor_times_fixed_point_remainder,True,,,,,,,not_third_stripped,False,False
3719,29,3720,32,3721,1,excluded,composite_obstruction,3,False,prime_square,61^2,61,1,61,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3761,11,3762,24,3763,13,excluded,composite_obstruction,4,False,semiprime_distinct,53*71,53,23,71,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3767,17,3768,16,3769,19,unresolved,prime_closure,2,True,fixed_point,3769,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3779,29,3780,48,3781,1,excluded,composite_obstruction,4,False,semiprime_distinct,19*199,19,19,199,19,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3797,17,3798,12,3799,19,excluded,composite_obstruction,4,False,semiprime_distinct,29*131,29,29,131,11,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3821,11,3822,24,3823,13,unresolved,prime_closure,2,True,fixed_point,3823,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3851,11,3852,18,3853,13,unresolved,prime_closure,2,True,fixed_point,3853,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3881,11,3882,8,3883,13,excluded,composite_obstruction,4,False,semiprime_distinct,11*353,11,11,353,23,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3911,11,3912,16,3913,13,excluded,composite_obstruction,8,False,multi_prime_family,7*13*43,7,7,559,19,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3917,17,3918,8,3919,19,unresolved,prime_closure,2,True,fixed_point,3919,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3929,29,3930,16,3931,1,unresolved,prime_closure,2,True,fixed_point,3931,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3947,17,3948,24,3949,19,excluded,composite_obstruction,4,False,semiprime_distinct,11*359,11,11,359,29,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
3989,29,3990,32,3991,1,excluded,composite_obstruction,4,False,semiprime_distinct,13*307,13,13,307,7,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
4001,11,4002,16,4003,13,unresolved,prime_closure,2,True,fixed_point,4003,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
4007,17,4008,16,4009,19,excluded,composite_obstruction,4,False,semiprime_distinct,19*211,19,19,211,1,2,fixed_point,least_factor_times_fixed_point_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
4019,29,4020,24,4021,1,unresolved,prime_closure,2,True,fixed_point,4021,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
4049,29,4050,30,4051,1,unresolved,prime_closure,2,True,fixed_point,4051,,,,,,,endpoint_fixed_point,False,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
4079,29,4080,40,4081,1,excluded,composite_obstruction,8,False,multi_prime_family,7*11*53,7,7,583,13,4,semiprime_distinct,least_factor_times_semiprime_cofactor,True,False,,,,,,,not_second_stripped,False,,,,,,,not_third_stripped,False,False
