rung_min_exponent,rung_max_exponent,exponent,exponent_divisor_count,exponent_status,number_family,left_prime_rule_id,candidate_bound,candidate_seconds_limit,candidate_checks,rejected_candidate_offsets_before_left_prime,unresolved_reason,unresolved_candidate_offset,power_of_two,mersenne_number,distance_to_left_prime,mersenne_location_inferred,left_prime
101,1000,907,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1081947199765842424529591879509026010150599323721976877318063532086628152436172512203606540057921920808293160946190599534351047801861499980289103827892100253508375928829962412377562148201321351276593628996016513851695161943555198441141036848674890703850575013678567420592128,1081947199765842424529591879509026010150599323721976877318063532086628152436172512203606540057921920808293160946190599534351047801861499980289103827892100253508375928829962412377562148201321351276593628996016513851695161943555198441141036848674890703850575013678567420592127,,False,
101,1000,908,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,909,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,910,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,911,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,17311155196253478792473470072144416162409589179551630037089016513386050438978760195257704640926750732932690575139049592549616764829783999684625661246273604056134014861279398598040994371221141620425498063936264221627122591096883175058256589578798251261609200218857078729474048,17311155196253478792473470072144416162409589179551630037089016513386050438978760195257704640926750732932690575139049592549616764829783999684625661246273604056134014861279398598040994371221141620425498063936264221627122591096883175058256589578798251261609200218857078729474047,,False,
101,1000,912,20,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,913,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,914,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,915,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,916,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,917,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,918,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,919,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,4431655730240890570873208338468970537576854829965217289494788227426828912378562609985972388077248187630768787235596695692701891796424703919264169279046042638370307804487526041098494559032612254828927504367683640736543383320802092814913686932172352322971955256027412154745356288,4431655730240890570873208338468970537576854829965217289494788227426828912378562609985972388077248187630768787235596695692701891796424703919264169279046042638370307804487526041098494559032612254828927504367683640736543383320802092814913686932172352322971955256027412154745356287,,False,
101,1000,920,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,921,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,922,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,923,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,924,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,925,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,926,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,927,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,928,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,929,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,4538015467766671944574165338592225830478699345884382504442663144885072806275648112625635725391102144133907238129251016389326737199538896813326509341743147661691195191795226666084858428449394948944821764472508048114220424520501343042471615418544488778723282182172070046459244838912,4538015467766671944574165338592225830478699345884382504442663144885072806275648112625635725391102144133907238129251016389326737199538896813326509341743147661691195191795226666084858428449394948944821764472508048114220424520501343042471615418544488778723282182172070046459244838911,,False,
101,1000,930,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,931,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,932,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,933,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,934,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,935,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,936,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,937,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1161731959748268017810986326679609812602547032546401921137321765090578638406565916832162745700122148898280252961088260195667644723081957584211586391486245801392945969099578026517723757683045106929874371704962060317240428677248343818872733547147389127353160238636049931893566678761472,1161731959748268017810986326679609812602547032546401921137321765090578638406565916832162745700122148898280252961088260195667644723081957584211586391486245801392945969099578026517723757683045106929874371704962060317240428677248343818872733547147389127353160238636049931893566678761471,,False,
101,1000,938,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,939,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,940,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,941,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,18587711355972288284975781226873757001640752520742430738197148241449258214505054669314603931201954382372484047377412163130682315569311321347385382263779932822287135505593248424283580122928721710877989947279392965075846858835973501101963736754358226037650563818176798910297066860183552,18587711355972288284975781226873757001640752520742430738197148241449258214505054669314603931201954382372484047377412163130682315569311321347385382263779932822287135505593248424283580122928721710877989947279392965075846858835973501101963736754358226037650563818176798910297066860183551,,False,
101,1000,942,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,943,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,944,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,945,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,946,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,947,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1189613526782226450238449998519920448105008161327515567244617487452752525728323498836134651596925080471838979032154378440363668196435924566232664464881915700626376672357967899154149127867438189496191356625881149764854198965502304070525679152278926466409636084363315130259012279051747328,1189613526782226450238449998519920448105008161327515567244617487452752525728323498836134651596925080471838979032154378440363668196435924566232664464881915700626376672357967899154149127867438189496191356625881149764854198965502304070525679152278926466409636084363315130259012279051747327,,False,
101,1000,948,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,949,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,950,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,951,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,952,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,953,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,76135265714062492815260799905274908678720522324960996303655519196976161646612703925512617702203205150197694658057880220183274764571899172238890525752442604840088107030909945545865544183516044127756246824056393584950668733792147460513643465745851293850216709399252168336576785859311828992,76135265714062492815260799905274908678720522324960996303655519196976161646612703925512617702203205150197694658057880220183274764571899172238890525752442604840088107030909945545865544183516044127756246824056393584950668733792147460513643465745851293850216709399252168336576785859311828991,,False,
101,1000,954,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,955,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,956,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,957,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,958,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,959,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,960,28,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,961,3,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,962,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,963,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,964,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,965,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,966,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,967,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1247400193459199882285232945648024103792157037772160963439092026523257432418102541115598728432897313180839029277620309527482773742745996037961982373928019637700003545594428547823461075902726866989158347965339952495831756534450543993055534542780027598441950566797347526026474059518965006204928,1247400193459199882285232945648024103792157037772160963439092026523257432418102541115598728432897313180839029277620309527482773742745996037961982373928019637700003545594428547823461075902726866989158347965339952495831756534450543993055534542780027598441950566797347526026474059518965006204927,,False,
101,1000,968,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,969,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,970,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,971,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,19958403095347198116563727130368385660674512604354575415025472424372118918689640657849579654926357010893424468441924952439724379883935936607391717982848314203200056729510856765175377214443629871826533567445439239933308104551208703888888552684480441575071209068757560416423584952303440099278848,19958403095347198116563727130368385660674512604354575415025472424372118918689640657849579654926357010893424468441924952439724379883935936607391717982848314203200056729510856765175377214443629871826533567445439239933308104551208703888888552684480441575071209068757560416423584952303440099278847,,False,
101,1000,972,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,973,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,974,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,975,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,976,10,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,977,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1277337798102220679460078536343576682283168806678692826561630235159815610796137002102373097915286848697179165980283196956142360312571899942873069950902292109004803630688694832971224141724392311796898148316508111355731718691277357048888867371806748260804557380400483866651109436947420166353846272,1277337798102220679460078536343576682283168806678692826561630235159815610796137002102373097915286848697179165980283196956142360312571899942873069950902292109004803630688694832971224141724392311796898148316508111355731718691277357048888867371806748260804557380400483866651109436947420166353846271,,False,
101,1000,978,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,979,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,980,18,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,981,6,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,982,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,983,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,81749619078542123485445026325988907666122803627436340899944335050228199090952768134551878266578358316619466622738124605193111060004601596343876476857746694976307432364076469310158345070361107955001481492256519126766829996241750851128887511795631888691491672345630967465671003964634890646646161408,81749619078542123485445026325988907666122803627436340899944335050228199090952768134551878266578358316619466622738124605193111060004601596343876476857746694976307432364076469310158345070361107955001481492256519126766829996241750851128887511795631888691491672345630967465671003964634890646646161407,,False,
101,1000,984,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,985,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,986,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,987,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,988,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,989,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,990,24,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,991,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,20927902484106783612273926739453160362527437728623703270385749772858418967283908642445280836244059729054583455420959898929436431361178008664032378075583153913934702685203576143400536338012443636480379262017668896452308479037888217888995203019681763505021868120481527671211777014946532005541417320448,20927902484106783612273926739453160362527437728623703270385749772858418967283908642445280836244059729054583455420959898929436431361178008664032378075583153913934702685203576143400536338012443636480379262017668896452308479037888217888995203019681763505021868120481527671211777014946532005541417320447,,False,
101,1000,992,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,993,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,994,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,995,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,996,12,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,997,2,left_prime_unresolved,power_of_two,pgs_left_prime_wheel_open_v1,4096,1.0,1,,candidate_work_limit,1,1339385758982834151185531311325002263201756014631917009304687985462938813906170153116497973519619822659493341146941433531483931607115392554498072196837321850491820971853028873177634325632796392734744272769130809372947742658424845944895692993259632864321399559710817770957553728956578048354650708508672,1339385758982834151185531311325002263201756014631917009304687985462938813906170153116497973519619822659493341146941433531483931607115392554498072196837321850491820971853028873177634325632796392734744272769130809372947742658424845944895692993259632864321399559710817770957553728956578048354650708508671,,False,
101,1000,998,4,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,999,8,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
101,1000,1000,16,exponent_divisor_count_not_two,power_of_two,pgs_left_prime_wheel_open_v1,,,,,,,,,,False,
